ID,tweet,ingredients
1336820731334676480t,Some people have questioned the moral permissibility of AstraZenecas coronavirus vaccine produced by Oxford University arguing it has been developed from celllines originating from the cells of an aborted foetus in 1983 ,1
1289153810179465219t, Whatever poisonous vaccines they plan to inject into the masses have been ready for a long time Theyre just conditioning people right now Making their existence so difficult that they will beg for the vaccine just to return to normal Problem Reaction Solution,1
1332625910990778369t,If the whole Covid schema is a SCAM as the producer of tests R Hodkinson said how can you possibly do a classical vaccine as previous  YOU CANT  Hence is all synthetic and pure genetherapy GMOhumans ,1
1253224925600649216t,Henry Kissinger and Bill Gates want the same thing One government for the entire world the New World Order And for everyone of us slaves of this neo Colonial empire to be tagged with a digital ID which will be injected into us with Gates Covid vaccine ,1
1353224633009496064t, Hello you can read it here The New mRNA COVID Vaccines Inject an Operating System into Your Body  Not a Conspiracy Theory Moderna Admits It  Talk to you soon ,1
1355230580317827072t,Why would anyone want to have mRNA injected into themselves Please do your own research before having the vaccine Actually its isnt a vaccine Look it up please You cant remove it from your body once you take it,1
1298442528367099905t, The meningitis B vaccines Trumenba or Bexsero are loaded with aluminum which is a known neurotoxin A friend lost her daughter to this vaccine she developed epilepsy after the shot  later died from a seizure Its madness to require this shot for college Find an exemption,1
1374678546799599617t, Oh ffs  I think when kids are vaccinated they will come after pets Big Pharma need to keep pumping the numbers of sold vaccines  ,0
1326188332058095617t,  Foetal material mercury an isolated strand of RNA to produce covid spike protein quantum dot any or all of these We dont need a vaccine cultured antibody cells worked,1
1341266793080516609t,Title Suspicions grow that nanoparticles in Pfizer vaccine trigger allergic reactions  From the title I thought this was a nanoparticles are growing vaccine that allows us to have some nanny effects to control some kind of brain health disorder,1
1425509038339633157t,Leaked report reveals Moderna COVID vaccine caused 300000 vaccine injuries in threemonth time span hidden from VAERS ,0
1291009288098349057t,He is not bothered about the side effects of Covid vaccine He says itll take 2yrs for any side effects to show in body Imagine if multiple doses were to be given to all 7bn people  ExposeBillGates exposebillgatesday ,0
1330400035859816448t,Knowing they put RNA in the corona vaccine Are you going to take the vaccine,1
1374100099941404673t,Lola was very unhappy going to the vet to get her rabies shot Shes an antivaxxer  dogsoftwitter antivaxxer  ,0
1336673377654874112t, please be specific about what is in the COVID vaccine Reports say severe allergic reactions and EAI but tell us what is in it,1
1332805456717377537t,PROOF That AstraZenecas COVID19 Vaccine is Made With Aborted Human Fetal Tissue  A new video overview of the COVID19 vaccine label for AstraZenecas vaccine reveals that its made with MRC5 a strain of aborted human fetal tissue The video was original,1
1374878494845456393t,This has nothing to do with Marc were not that far along that that is way off schedule but there still is an enough information on whats in the vaccine if you like your body and get the information before I took it,1
1376311228214091776t, you worried about the side effects for a untested gene therapy  btw you do know its not acutely a vaccine right  im sure you did your research before no one would be that silly not to check then tell others to get it right  ,0
1377015106773557249t,      Will be controlling peoples minds by implanted nano chips and they will be soulless A vaccine that fundamental changes your dna and it has a patent on it So who owns the patent on you,1
1432021253230051336t,Japan detects more Moderna vaccine contamination   Credit UnsplashCC0 Public Domain Japans Okinawa region suspended the useNewsATW ,1
1298707321628110849t, Give the Gates vaccine to Democrats who desperately want the vaccine Only Republicans and independents will be left alive Immediately America will be improved,0
1361382231869071363t, Its not a vaccine and cannot legally be referred to as such Its an experimental liabilityfree DNA altering medical device In China  Russia they have actual Covid vaccines This vaccine aint it,0
1340311022863790080t,   For ethical reasons nobody should be forced to take a Covid vaccine Prolife group urges people to reject COVID19 vaccine over ties to aborted fetal tissue ,1
1365434339345854465t,  And stay home forever  I aint going out even with a mask with that vaccine  To them a serious illness with longterm consequences is just fine  Id rather just end up dead thanks,0
1309898484368183302t,  For exemple in the Netherlands it is forbidden to perform genetical modifications on humantissues With good reasons And now were paying for a vaccin that is going to do exactly that illegalvaccins hypocrite immoral,1
1328717782054277124t,These people expect the public to buy that flu has almost disappeared only to be replaced by Covid19 And the sad fact is it will work This way they can promote both flu and covid vaccines This is a racketeering scheme brought to you by the most evil powerful people on earth,0
1340387477555736576t,   Another oops nothing wrong with pumping polyethylene glycol into your arm is there The Food and Drug Administration FDA is investigating allergic reactions to the Pfizer coronavirus vaccine that were reported in multiple states after it began to be administered this week,0
1289915290445217792t, Your vaccine is an inactivated virus vaccine  just lung fragments of dead covid patients with inactivation done by passing thru UVC light And we know you have setup a supply base in Pak for supply but youll probably mutate the virus faster  means endless supply,1
1348860208987000837t, There is no approved vaccine for Covid at this time There is only an investigational product intended for transfection of foreign genetic materialare you saying that children must participate in this study in order to get education paid for by their parents taxes,1
1365065151330795523t,  And good job nobody gives a fuck if you get the vaccine ,0
1374839125111607303t, See ehn Business is business As far as Im concerned they could be injecting you with liquid pandol talmbout vaccine  Fear  panic is business bruh,1
1353356014461071360t,Leave them to their FatemRNA Moderna software of life DARPAFunded Biochip To Save Us From COVID19 Once firmly implanted inside the body human cells are at the mercy of any mRNA program delivered via this substrate unleashing a nightmare of possibilities,1
1337572148584570880t, Dr Mikovits warned Months ago that HIV had been added to the CV vaccs Now after taking the Pfizer CV Vacc volunteers are having False Positive HIVtest resultsUh huhsure they are False She warned us,1
1313864815207686145t, Do you bother to check the blood group of the aborted fetol cells that you use Because negative blood groups receiving positive cells will cause massive auto immunerejection issues ,1
1358070808975790080t,Half of a seniors home died from the covid vaccine HALF If you get an RNA vaccine you are a ignorant and deluded Of course the government cares about us or bforced into it because you work in the medical field Get a lawyer,1
1353803006928515074t,    Pfizers trials were conducted on a little over 20 thousand people No elderly Its being rolled out to millions across the planet What could possibly go wrong Therell be more medical fallout post Pfizer vaccine across the world than Covid deaths here in Aust,0
1293237246179586048t,I dont trust Russian technology and hence would be reluctant to be among the first to receive a dose of their COVID19 vaccine,0
1329532926388629506t, I just saw a video proving that AstraZenecas covid vaccine was developed with aborted fetal tissue Please address this,1
1438667917080551432t,Pfizer Inc said on Thursday it was recalling all lots of its antismoking treatment Chantix due to high levels of cancercausing agents called nitrosamines in the pills But we trust them with the hurriedly developed vaccine Oki ,1
1432953726743060482t,   4hydroxybutylazanediylbishexane61diylbis2hexyldecanoate Others have told me this means the Pfizer vaccine contains hexane,1
1329396240010850306t, Any truth to the rumor that Pfizer is holding off releasing the vaccine until they figure out how to make it cause autism or how to get a Microsoft chip in it or how to get it to make us forget about our freedom or how to get us to accept UN Agenda number whatever,1
1333143726919720968t,   Its possible to have chips which are a nanometre in size Anyhow would you be happy taking a vaccine which has been created and tested in 10 months Im sure as hell not,1
1333556144707674126t,Moderna vaccine causes Fatigue as they themselves have reported They have no idea how severe this Fatigue may turn out to be or for how long the Fatigue will persist What if you are inflicted with chronic Fatigue that turns out to be worse than the COVID19 itself ,0
1295521847367303168t,  I already know they are tracking us big time And with the BS Covid tracker They have said the vaccine will have a chip in it and everyone will be forced to get it Thats not freedom I WILL NOT TAKE IT,1
1360973976055513089t,  Im not denying Covid Im also not an antivaxxer I do have concerns over a vaccine that for the first time ever contains Polyethylene Glycol and hasnt gone through long term human trials Threatening people into having a vax goes against human rights laws,1
1341353177078231040t,Suspicions grow that nanoparticles in Pfizers COVID19 vaccine trigger rare allergic reactions ,1
1254731336755097600t,Correct A spokesperson from  said  vaccine makes you sterile pure poison in it all to depopulate the nation They should all go down for war crimes   ,1
1304851086029848576t,In the Netherlands in 1972 kidney cells were harvested from an aborted baby girl for medical research She was given the dehumanizing label HEK293 One of the cell lines from this baby are being exploited in the production of the COVID19 vaccine at Oxford University,1
1274022035241332739t,Moderna now says it needs a contingent of black people to volunteer for Kung Flu testing Wow Remember the Tuskeegee experiments I hope our black friends dont fall for this shitever Facui and Dr Collins are not scientists but money and power grubbing pols,0
1311187583452549121t,   Theyll be a vaccine it wont be a covid vaccine though as theres no cure Its going to be something far worse Remember depopulation smart dust microchips Its what Bill Gates had planned all along,1
1344260431125352448t,   Then take the vaccine if youre good with that This vaccine will not provide a life time of prevention against COVID And no one I know who has had Covid has gotten Bells palsy its a side effect of the vaccine which is not normal vaccine like the flu vaccine Duh,0
1376304298351603718t, For 60 years they tried to produce vx for human corona virus aka the common cold Then they take fetal tissue chimanzee virus mrna and concoct abominations and call them vaccines Fauci founded Moderna Moderna produced NOTHING prio to their vx and made billions,1
1347285389627817984t, I wouldnt take an mRNA vaccine but the Oxford one is based on more traditional methods In any case I had the virus and recovered so I dont require a vaccine in any case,1
1451985655249215492t, Are you working on a vaccine for those of us allergic to the ingredients in the present vaccine,1
1231085710515437568t, Bernie supporter here No way would I take any vaccine They always put toxic shite in them and its just a guess if its the right combination to deal with that one specific disease Just build your immune system and live a healthy life F Big Pharma,1
1348640290853195786t,  It contains the vector  no one knows what that is Actually no one knows anything about the virus either  yet they have a vaccine FYI the vaccine in the UK Oxford does indeed contain the virus FYI This is the FIRST mRNA vaccine ever Longterm studies not done,1
1409764581220696069t,  that change patients lives Really  Ok then publish all your toxicological data about your COVID19 vaccine  including accumulation of mRNALNP in ovarian tissue,1
1321481082693406730t,Soo the government has agreed to buy another vaccine that doesnt do shit I expect the veterans administration will make another emergency purchase of a another bullshit medication that has no effectiveness COVIDIOTS ,0
1336804579019812867t,You know where you can stick your vaccination And it wont be my fucking arse FDA publishes first peerreviewed report on Pfizer trail as Britain rolls out COVID vaccine  The New Daily ,0
1337496523257638915t,on jesus they can keep the covid vaccine far away from me ,0
1277345815388962816t, And Moderna is using a lovely new fetal cell line Fauci waived animal testing days after this lie  FireFauci,1
1371423649769553922t,Some Roman Catholic leaders in US call Johnson  Johnson vaccine morally compromised  CBS News  Americas Frontline Doctors At Work no doubt  crap about an aborted fetus ,1
1337098123127234560t, THE MOST UNCOMFORTABLE STRAINED INTERVIEW  EVER DID KNOWING THE TRUTH THAT THE COVID VACCINE IS A RUSSIAN ROULETTE CRAP SHOOT,0
1336712254130188288t,  Seems to me there is some undisclosed ingredient or novel combination or maybe some problem with the active component itself that can provoke anaphylaxis Pfizer disclosed 06 but say the number is open to revision Thats 2400 vulnerable people in 1st tranche of vaccine,1
1331398733712543744t, The flu vaccine didnt end the flu but it looks like COVID is the cure since were having a historically low flu season,0
1335068283557580802t, Maybe someone could explain the riskbenefit to me  From the data that we have available so far the RISK to me agehealthetc of getting COVID19 is an approx 2 risk of death VS unknown risks from an entirely new vaccine technology never before used,1
1364094244357476354t,  Have you even read about this vaccine Gates Read what is in them,1
1298008862361096192t,Religious leaders question ethics of Oxford University developing coronavirus vaccine using cell lines from aborted foetus Sydneys Anglican Archbishop has written to Scott Morrison over concerns about a potential COVID19 vaccine ,1
1291755448291536898t,  I orginally thought the Oxford Vaccine now being tested was the only one too but have since found out that all vaccines under development for Covid19 contains version of the living virus that has either been weakened or killed,1
1304114886004236289t,Imo other than a bad flu Covid is strictly for data collection Just like any vaccine that may come out Biometrics is the only thing Google et al havent built yet But now that they are in pharmaceuticals it is happening as we speak I am sure,0
1264973152314101762t,I was thinking things have gone so wrong like everyone wants to die we might as well mix and aids vaccine in with a coronavirus vaccine to each them a lesson We do not need to purposefylly give people COVID19 with a vaccine and maybe they will understand in terms of AIDS,1
1328431198784217088t, A modified RNA vaccine is Russian Roulette with your health Could cause numerous autoimmune issues God have mercy if they try to mandate this or any other COVID vaccine,1
1338589734411657221t,the moderna one also has the nano bots that tells them how you feel what youre doing where you are etc and can also shut you down and do who knows what else in you Sick fucking lucifer worshipping hyenas man trying to poison the whole world,1
1328722123611893760t,My worst day physically was probably the day they announced the Pfizer vaccine Well thats just fing lovely for you all I thought I had explosive sneezes exactly like everybody says Covid doesnt give you My virus wanted out  ,0
1367471645460414465t,Wonder if Ill be banned for sharing this as I was few nights ago for a similar article This is a new Holocaust Death Rates Skyrocket in Israel Following Pfizer Experimental COVID Vaccines ,0
1406252967012016128t,  I have noticed that even if you tell the Chinese bots they dont have to take the vaccine and that youd defend them they actually got to Defcon3 and berate you for something you didnt say and try to emphasise theyre not anti vax while clearly being anti vax,0
1370597876049580033t,Just the way your palliative didnt reach me neither covid19 relief let your vaccine not near me Hold it to your families and friends not mine MY GOD IS STILL IN CONTROL OF MY LIFE,0
1375957533517484035t,  Theres your science straight from moderna WHAT IS THE MODERNA COVID19 VACCINE The Moderna COVID19 Vaccine is an unapproved vaccine that may prevent COVID19 There is no FDAapproved vaccine to prevent COVID19 In simple terms you folks are guinea pigs so good luck,0
1254723396757336064t, Arent they just using this as an excuse to push vaccines any vaccine Isnt coronavirus more likely related to the fact that the flu vaccine has been identified as increasing risk of people getting coronavirus How many victims of cv19 had a flu vax ,0
1334651684908314633t,   Sorry to disappoint you but the Oxford vaccine has also been genetically created,1
1300048290667347968t,KHAZARIANMAFIA RUSSIANMAFFIA nazi communist fascist zionist transgender transhuman including yet ZERO limited to abhorrent destructive extremely dangerous agendas of low frequency radiowaves 5G radiation Toxic genetic altering vaccines chemtrails fluoridation A417 ,1
1253701381854236672t, Make sure you get chipped and vaccinated first,1
1336635120946728960t, I WONT EITHER BECAUSE FOR 1 THE VACCINE SHOT HAS THE COVID19 IN IT,1
1312583064187527173t, What kind of psycho gave you vaccines sir STOP TAKING TOXIC VAX and expose COVID hoax and murders with morphine and ventillators there is No covid,1
1334494434034147331t,    yep only a moron would take the PfizerBioNTech vaccine syncytin1 will make u infertile if ur immune systems responds to it and if any mRNA gets into your chromosomes its hello cancer swine flu and h1n1 rushed vaccines caused a lot of side affects worse than the virus,1
1348788878648504320t, Probably the Novavax vaccine It is spike glycoprotein made in the lab They straight up deliver the glycoprotein into people Glyco stands for glycans sugar,1
1271531284658040838t,At least 2 leading COVID vaccines contain fetal tissue Both research groups are on the Trump administrations warpspeed shortlist for funding to develop a vaccine by January 2021 Robert Kennedy Jr  ,1
1444766742924857345t,   To the vivacious dead mothers family this is not a rarity for them the statistic reads in the case of Healthy Mom taking experimental gene vaccine while having a strong immune system the fatality rate is 100 That is the only statistic that matters vaccination,0
1355243850864893953t,  Right If you think for yourself and think its ridiculous for healthy people who wont die from a virus to be wary of an untested experimental vaccine then you must be in a cult U do know theyve been working on mRNA vaccines for a while but have never passed animals trails,1
1323289784123592706t,The coming Moderna COVID vaccine funded by NWO frontman and eugenicist Bill Gates is a new type of technology an mRNA vaccine that uses nanotechnology This goes for other COVID vaccines that are being developed ,1
1303785867744600064t,Pfizer has been repeatedly convicted of fraud in a court of law over many other of their pharmaceutical products  have paid out big in damages  Vaccines are liability free so of course they want to push this product for their bottom line ,0
1438637982039384065t,  Batches of Moderna vaccine was contaminated with stainless steel particles Most stainless steel is magnetic,1
1422940368752967688t,VAERS 50yModerna CovidVaccine Gangrene Amputation Thrombosis reported by a consumer subsequently medically confirmed  occurrence of THROMBOSIS Blood clots THROMBECTOMY two clots were removed GANGRENE  and LEG AMPUTATION ,0
1286216817795567617t,  Check out whats in your regular run of the mill flu vaccine Just think of whats going to be in this one If you called poison control and told them you injected those in your child you would be arrested for child abuse Oh look detergent ,1
1297242280642981888t, Im not taking an untested Russian vaccine that was rushed no fucking way Id rather stay home for the next 10 years,0
1298158817973174273t,Religious leaders question ethics of Oxford University developing coronavirus vaccine using cell lines from aborted foetus  ABC News ,1
1377395484478730242t,  What next What if  Big pharma screws up a batch of medicine or somebody gets double dose of vaccine  somebody dies but volunteer who screws up isnt charged because the person lined upGetting into a vehicle with a trusted person should not lead to rape  unplanned pregnancy,0
1329066229919666177t,  My age group has a 99 survival rate for covid Ill pass on your trendy vaccine,0
1313526983528083457t, BAN COVID19 VACCINE ALL VACCINE FAIL STOP BUSINESS EX BHARATBITOEC AFTER VACCINE BOOSTERCONTAIN HIGH PERCENTAGE OF STETOROIDRUSSIA USE DRUG COVID19 VACCINE DAMAGE BRAIN CHECK FROM NEUROLOGIST COVID19 5TH WAVE STARTED 30 DAY LOCKDOWN NECESSORY TO SAVE LIFE ,1
1337813628918132736t,FDA Death heart attacks stroke blood disorders all possible side effects of COVID vaccine  News  LifeSite ,0
1376815485879152641t,A 31 yo male who has received both doses of CovidVaccine Covishield turns covid ve on 26 March Do Vaccines really work Or is it just a ploy to open up everything indicriminately  ,0
1336355836864684034t,Pfizer vaccines are made of messenger RNA mRNA and are required to be kept frozen at negative 70 degrees Celsius  is this the temp that sperms and eggs are frozen this is GENETIC MATERIAL to program cells,1
1374114303247216642t, Nothing is  man but cool The vaccine its not a vaccine technically isnt helping anything at all but youre more of a poutine guy and not a numbers guy which I respect so right on,0
1254038062440550406t,  When a vaccine is ready for distribution which wont happen until after hes gone anyway his priority wont be to save lives with it but to use it as leverage over people while trying to make a profit,0
1290365833676492802t,   Excuse Me Now this country cannot return to normal unless everyone takes a vaccine for COVID 19 I never intend to take it With all the crap these globalists have put in vaccines we would be fools to take any vaccines Baby fetal tissue  toxic crap,1
1313882927776837635t, Im not taking shit or listening to anything the compromised  says ever again Thanks but no thanks Not taking  MRNA vaccine from  either Damn nanotechnology robots in a bandaid altering my RNA You are all fucking crazy,1
1409874378494464005t,Ready for the Nursing Home or Real World Neo on the Red Pill Or Time to Retire for a ReRead of Michel Montaigne  COVID19 Michael Yeadon mRNA Pfizer Totalitarianism ,0
1254521719437455360t, FOLLOW THE MONEY Because Here Comes the MANDATORY Coronavirus Vaccine Read vaccine inserts to learn about all the TOXIC INGREDIENTS in them Bill Gates is a Eugenics advocate So yes PLEASE FOLLOW THE MONEY ,1
1338416774451064832t, At this very moment  Singapore just approved Pfizers vaccine and it will be STRICTLY voluntary Im still scared Our cases have been almost always 0 since October,0
1337488515509186561t,If I understand correctly FDA did permit Pfizers vaccine with some pressure from the   The problem is that looks like this vaccine injects COVID19 proteins into the body with low dose and your organism creates antibodies that rejects the virus,1
1443347746057031680t,          Pass it on Vaccine Moderna and J  J Unknown Organisms SELF AWARE with Tentacles found in Vaccines Vials ,1
1344008048055115776t,This definitely makes me want to take this vaccine For all we know their pumping a full syringe of chinese virus into us Wont be getting it ER nurse tests positive for COVID19 eight days after receiving vaccine ,1
1343639701920440320t, The data shows it doesnt stop you catching Covid doesnt stop you spreading covid to others and Pfizer has said they dont know what the effects of the vaccine has on fertility Add to this all the bells palsy anaphylactic shock reactions and even deaths in the trial Not good,0
1451661830309519368t,17000 Reports of Deaths After COVID Vaccines Including New Report of 12YearOld Who Died After Pfizer Vaccine Data released Friday by the Centers for Disease Control and Prevention CDC showed that between Dec 14 2020 and Oct 15 2021 a total of 818044 adverse ev,0
1399640610395627520t,12 Canadian children were given the unapproved Moderna vaccine by mistake ,0
1334385344553361408t,  Not as if that Trillion Dollar Company Pfizer has paid out Billions in compensation to Vax injured kids deaths and people is it Such a caring Saviour How remiss The Idiocy is rife Good Luck with that Syringe full of Poison youre going to need it,1
1338971294746902530t, Cynthia anybody is braindead crazy to take these GatesFauci ModeraPfizer monstrosity rDNA nanobots,1
1306988631907729408t,   Im gonna be real with you nothing shocks me at this point Ive seen plenty of the dark shit Also I know about Oprahs face serum made of foreskin Did you know that vaccines have aborted fetal tissues And the vaccine theyre pushing for covid will alter your DNA,1
1304207514414743555t,Promising and safe Moderna vaccine trial causes severe adverse events  Alliance For Natural Health ,0
1395450585894334468t,  When you lose a child to cardiac failure as a result of a Pfizer vaccine saydo you honestly expect anyone with a ounce of commonsense not to consider the risks to childre Every Doctor know vaccines do cause cardiac problems in the young age group Pfizer as 700 cases at present,0
1374133692994617344t,So how many people on here have NOT been vaccinated yet I feel like Im the only one who has no trace of microchip or anything in me yet,1
1294379171842609152t,   Its all a scam Theres another agenda The second wave will be very bad because the dodgy vaccines will combine with 60GHz 5G and 60GHz WiGig will cause an illness that looks like Covid  it will actually be radiation poisoning Lots will die,0
1119656764763455489t,Doctors be wanting little babies to get vaccinated as soon as they come out the womb So theyre body gets use to fighting the infection Though babies dont have an immune system to begin with till like 2 years old You tell doctors that and they just are at you with a blank ,0
1352912400513687557t, what about the second dose this means nothing if the vaccine doesnt achieve potency We could vaccinate the whole country with one dose allow the virus to become resistant to it and then what mess will we be in compared to rest of world that does two within 34 weeks,0
1325785900496936961t, They can keep their RFID chip along with their Corona vaccine,1
1342924442599485440t,Fuck pfizer and those bullshit vaccines And fuck anyone who takes it IDIOTS,0
1334836186926428161t,    I will explain better  Brits pay taxes to Gov and Gov pay insurance to cover from UNLICENSED VACCINE damages made by Pfizer which will be never responsible Gov purchased their vaccine without any long term data available on side effectCLEAR ENOUGH,0
1159625694596534274t, Mercury does not make any vaccine safe or more effective  Mercury like lead  like alcohol  other toxic substances  like asphyxia at birth injures brainstem centers that have higher blood flow than any site in the cerebral cortex Damage is progressive  leads to dementia,1
1292823093401051136t,  Good for you my family and myself wont Phase 3 trails run for 2 years By that time we wont need a vaccine I suggest you read the clinical trial data 6 of people experienced a severe reaction Moderna phase 2 Your choice but I would look at the data first,0
1376979672408317954t,Your mother could be whiter than Karol Sevilla and your dad could be brown like Edgar Rentera So you have a nice warm complexion and then you get that Pfizer vaccine   BOOM 6 months later you have vitiligo,0
1337328164880719872t,  It takes your body a minimum of two years to form antibodies after taking any vaccine so its actually kind of useless because after six months the strain would have already mutated as it has already so how many times will you inject yourself with COVID,0
1329728631288061952t, Thx for the warning Ivanka Not taking any vaccine related with TrumpMight be laced with hydroxychloroquinDTll do anything to make a buck Pfizer didnt participate in Trumps Operation Warp Speed Would consider that one,1
1356277999801401350t, Doctors said they think its the metals in the vaccine thats causing her to have the neurological reaction 18012021 RT Womans severe reaction to Pfizer COVID vaccine prompts investigation  2017 New QualityControl Investigati  ,1
1297650413714444290t,  You really dont want the vaccine trust meyou wanna talk death Wait till they roll that out you will see it then,0
1378015960997752837t,According to a state law passed by Republicans residents of Michigan receiving the Johnson  Johnson C0VID vaccine must be told it was developed using a stem cell line originating from an aborted human fetus ,1
1341292573382635520t,polyethylene glycol PEG or not people are allergic dont give it to kids  Suspicions grow that nanoparticles in Pfizers COVID19 vaccine trigger rare allergic reactions  Science  AAAS ,1
1336031702561546242t, Ben please explain why Pfizer need LEGAL PROTECTION for the covid vaccine,0
1365810920627310592t, AstraZeneca It is discriminatory to impose a 62 efficiency vaccine to part of the population and GIVE a 94 efficiency vaccine to others Canadians must be able to CHOOSE  ,0
1343075820848353280t,  yeah stick the pfizer thanks Ill pass on the only drug with side recorded side effects for any of the others tah,1
1369493475998060544t,Every time after a new type of vaccine has just found why does the corona virus always mutate infect  and outbreak every human being so that human always must be quarantined      ,0
1347564108175077376t,  so many people have already given their brain away and had the Astra Zenaca aborted foetus covid vaccine wish wed known this one was coming to the uk  just a vitamin boost apparently,1
1317925182590300160t, And if they are tweeking an existing one it will be because they actually know that the cases are not all Covid and mostly flu The reality is they cant properly test for it because they cant isolate it If you cant isolate it how the fuck do you produce a vaccine,0
1336007404559982593t,Petition Do not implement Covid19 Freedom Passes  Sign this petition and let  know how you feel This is effectively making vaccination mandatory Not acceptable Covid19 humanrights petition freedom coronavirus vaccine,0
1325862310326439936t,Cuomo says that he will not take the Pfizer vaccine when its ready Great news,0
1301922721190694912t,  1 What is considered a systemic reaction Elevated cytokine levelsimmune cells Fever 2 Modernas vaccine isnt a classical vaccine You dont receive viral particles or antigen they give you spike protein mRNA  your body makes the antigen New drug class  less testing,1
1341800988311777282t,Dad asked if I was getting the Covid vaccine the other day  I said I heard there were fetal cells in them and am vegetarian so dont know  He didnt believe me so I Googled it on my phone and there it was along with articles about Catholics having moral difficulties with it,1
1339373003172425730t,   Is he away that even a ceo at Pfizer said he wouldnt even take the vaccine ,0
1433182225932107778t,Not me Im not at all convinced about the efficacy and above all the safety of all these investigational vaccines  currently being TRIALLED worldwide Moreover the FDA approval of Pfizers vaccine Comirnaty confirmed my doubts ,0
1437649260414074883t,Youre about 800 times more likely to die of blood clotting problems after being infected with the SARSCoV2 virus  The blood clotting issue with Astra Zeneca has I think killed  1500000 Australian whove had this vaccine Chance of dying in a car accident about 125000 ,0
1300535038778527744t,Ok folks govt is holding consultation on Vaccination so if youre dead against being used as a lab rat on untested vaccine follow the link  have your say And Ill take it after Boris  the makers of it,0
1327373128201285635t, Research very well about Moderna vaccines I dont trust because they create this vaccine with other from to kill peoplenano technologies inside this,1
1417131033791713287t,But again back to the vaccine and the still claiming that it works for variants It does not it can not The Moderna mRNA was created from a spike protein of one particular strain of covid  thats it That in itself is still not an open and shut cure We all knew going in,1
1355285590242074625t,breastfeeding modernavaccine Pediatrics my son developed a fever x2436hours and diarrhea  I am reporting this as a possible reaction to the Moderna COVID 19 vaccine I received that could have some how passed through the breastmilk to him ,0
1375201830066606085t,  Well Im sure we would all like to hear your input on this data then the statistics for the vaccine Im not only talking of its alleged efficacy for COVID Im also hoping youll explain the data or risk involved in taking the jab,0
1388614233747824640t,Death After Moderna Jab in OC So Cal Freeways are Far More Dangerous But Guts Are Flipping  COVID19 Death Moderna Orange County ,0
1186689156128395265t, Its not necessarily the vaccine itself that could cause harm its all the other crap they put in Rising autism rates are obviously environmental in some sort of way its narrowing it down to exactly what babies are consuming that is causing it,1
1339660282679930880t,Pfizer CEO and even world leaders arent taking the vaccine but they are busy urging their people to take it If you know you know,0
1341825411316031488t,So Pfizer vaccine is based off a computer generated virus not an isolated virus WTH,1
1321718218701131776t,it is much more nuanced now So criticism of vaccines requires precision Which vaccine specifically What about it Concerns over preservatives Each vaccine and disease model must be addressed individually Much of the current hysteria is based on a faulty study done by,1
1340942034643906566t,  Johnson Hancock and SAGE have played the wrong Covid Propaganda card this time They have messed up big time and ALL need to go NOW To force the vaccine and following Neil Ferguson Modelling they have Locked this Country down from the WORLD,0
1374874162616020995t,Wed love to see some information about what is in the vaccine does it contain aluminum does it contain nickel theres just no report available you can push the vaccine all you want but if people are afraid of it theyre not gonna take it Why hasnt this report already been out,1
1363024425977737216t,VAERS 74 yo modernavaccine Moderna covid vacc 1192021  then 252021 was driving pulled over to the side of the road  got out of the car and said he could not breathe collapsed face down in the snow EMS  unable to revive him ,0
1288655987663081472t,2 Scientists  ethicists are sounding alarms The vaccine uses a new untested and very controversial experimental RNA technology that Gates has backed for over a decade Instead of injecting an antigen  adjuvant as with traditional vaccines Moderna plugs a small piece of,1
1365549396453175297t,You can take from the continued mask wearing that the info on the vaccine is not all true Why else keep pushing mask wearing Vaccine is a way to micro chip everyone ,1
1253728153895305216t, Its actually no worse than what is in vaccines These vaccine ingredients are taken from the CDC website ,1
1374377054318120967t, All you have is fear But Im not afraid So get your vaccine and dont be scared then Just leave me out of it,0
1350488182387830784t,Pfizer vaccine has allegedly lead to the deaths of 23 over 80s in Norway While this is really sad all drugs carry risk Please lets remember the bigger picture here Over 2 million world wide have died of Covid and in the UK alone 3 12 million have been vaccinated,0
1338566157062660098t,If u dont need 2 wear a  u dont need the vaccine mondaythoughts MondayMorning CovidVaccine ,0
1254713964153405440t,   For example this UK based company is using different sequences of RNA found in our antibodies to create the DNA of the live virus supposed to help create a vaccine but if the live virus hasnt been isolated how do they know its right  ,1
1421710611482697728t, Get ready for blood clots and other dangerous illnesses  AstraZenecas COVID19 vaccine European Medical Authorities EMA finds possible link to very rare cases of unusual blood clots with low blood platelets ,0
1222159526457217025t,  further investigation is clearly justified Where is the investigation 98 million persons exposed to contaminated polio vaccine in the US from 1955 through 1961 ,1
1374063104502431759t,    You said im anti vax which is false My point is why should i subject myself to this vaccine for people with poor health when most of these people dont even take care of their own health and smoke and eat fatty foods all day Maybe you should become a nutritionist,0
1334170376214093825t,everyone needs to tag  and respectfully demand that the peer reviewed studies need to be released as well as the ingredient list of their vaccine,1
1287771843043221505t, We will not be going with Gates with chip plan against us President Trump never mentioned Gates Be is a Depopulation believer and killed many kids in Africa with his vaccine Be goes into heavily populated areas He is not in it alone We have 2 local good reputable Labs,1
1315272853835722752t,If the apparent vaccine for covid doesnt contain something evil then why would they want every adult and child to take it when the average death age of covid is 82 Ask yourself that,1
1339565271225425923t,  Take it It is your risk Not for PFIZER Inside the body mRNA delivers to cells the instructions stored in DNA the molecules that carry all our genetic code,1
1255878430735740929t, There may be a killer vaccine much sooner,0
